Ledger,Date,Account,Bank,Version,Original Amount,Country,Exchange Rate,Base Amount
L01,42391,Administrative Expenses,BOC,Actual,27649,JPY,0.07,-1935.43
L01,42646,Rental Income,CitiBank,Actual,15082,THB,0.23,17344.3
L01,42563,Management Fee,BOC,Actual,22081,SGD,5.74,-126744.94
L01,42499,Finance Cost,CitiBank,Actual,2814,JPY,0.07,-196.98
L01,42676,Rental Income,HSBC,Actual,16880,TWD,0.25,21100
L01,42622,Administrative Expenses,HSBC,Actual,31421,CNY,1.19,-37390.99
L01,42585,Payroll,BOC,Actual,44097,TWD,0.25,-11024.25
L01,42728,Purchases,BOC,Actual,13924,SGD,5.74,-79923.76
L01,42450,Administrative Expenses,CitiBank,Actual,32068,INR,0.12,-3848.16
L01,42482,Sales,CitiBank,Actual,16276,MYR,1.97,256509.76
L01,42406,Administrative Expenses,BOC,Actual,30775,PHP,0.17,-5231.75
L01,42408,Finance Cost,HSBC,Actual,12454,PHP,0.17,-2117.18
L01,42563,Management Fee,CitiBank,Actual,1351,HKD,1,-1351
L01,42629,Sales,HSBC,Actual,39633,HKD,1,317064
L01,42461,Rental Income,BOC,Actual,17806,MYR,1.97,175389.1
L01,42430,Administrative Expenses,CitiBank,Actual,5570,TWD,0.25,-1392.5
L01,42477,Finance Cost,HSBC,Actual,9206,MYR,1.97,-18135.82
L01,42408,Finance Cost,CitiBank,Actual,34972,LKR,0.06,-2098.32
L01,42543,Administrative Expenses,CitiBank,Actual,2643,JPY,0.07,-185.01
L01,42416,Finance Cost,CitiBank,Actual,2529,SGD,5.74,-14516.46
L01,42706,Purchases,HSBC,Actual,39115,HKD,1,-39115
L01,42484,Payroll,HSBC,Actual,10833,INR,0.12,-1299.96
L01,42693,Payroll,BOC,Actual,23224,TWD,0.25,-5806
L01,42537,Sales,CitiBank,Actual,38552,THB,0.23,70935.68
L01,42521,Rental Income,BOC,Actual,38975,MYR,1.97,383903.75
L01,42718,Sales,HSBC,Actual,11338,MYR,1.97,178686.88
L01,42487,Management Fee,CitiBank,Actual,38763,INR,0.12,-4651.56
L01,42525,Sales,CitiBank,Actual,3638,TWD,0.25,7276
L01,42369,Sales,BOC,Actual,21245,CNY,1.19,202252.4
L01,42734,Finance Cost,HSBC,Actual,21687,LKR,0.06,-1301.22
L01,42372,Management Fee,HSBC,Actual,49069,LKR,0.06,-2944.14
L01,42574,Payroll,HSBC,Actual,21769,JPY,0.07,-1523.83
L01,42722,Rental Income,CitiBank,Actual,5255,TWD,0.25,6568.75
L01,42520,Administrative Expenses,CitiBank,Actual,29465,SGD,5.74,-169129.1
L01,42713,Administrative Expenses,BOC,Actual,16956,INR,0.12,-2034.72
L01,42698,Management Fee,BOC,Actual,6784,LKR,0.06,-407.04
L01,42465,Purchases,HSBC,Actual,49863,TWD,0.25,-12465.75
L01,42698,Rental Income,CitiBank,Actual,39724,THB,0.23,45682.6
L01,42734,Finance Cost,CitiBank,Actual,3631,JPY,0.07,-254.17
L01,42639,Administrative Expenses,CitiBank,Actual,7066,HKD,1,-7066
L01,42668,Rental Income,CitiBank,Actual,21781,PHP,0.17,18513.85
L01,42467,Sales,BOC,Actual,22081,MYR,1.97,347996.56
L01,42695,Finance Cost,CitiBank,Actual,27011,CNY,1.19,-32143.09
L01,42724,Administrative Expenses,CitiBank,Actual,44039,PHP,0.17,-7486.63
L01,42454,Sales,BOC,Actual,39553,THB,0.23,72777.52
L01,42604,Payroll,HSBC,Actual,5020,CNY,1.19,-5973.8
L01,42654,Sales,BOC,Actual,35443,SGD,5.74,1627542.56
L01,42733,Management Fee,CitiBank,Actual,39409,TWD,0.25,-9852.25
L01,42667,Purchases,HSBC,Actual,14703,CNY,1.19,-17496.57
L01,42452,Rental Income,HSBC,Actual,38552,THB,0.23,44334.8
L01,42543,Management Fee,BOC,Actual,5967,PHP,0.17,-1014.39
L01,42434,Payroll,HSBC,Actual,16586,THB,0.23,-3814.78
L01,42422,Payroll,BOC,Actual,19896,TWD,0.25,-4974
L01,42687,Administrative Expenses,BOC,Actual,40649,LKR,0.06,-2438.94
L01,42557,Administrative Expenses,BOC,Actual,18122,INR,0.12,-2174.64
L01,42529,Rental Income,CitiBank,Actual,17262,CNY,1.19,102708.9
L01,42575,Finance Cost,HSBC,Actual,29430,PHP,0.17,-5003.1
L01,42524,Administrative Expenses,CitiBank,Actual,20550,JPY,0.07,-1438.5
L01,42612,Purchases,BOC,Actual,4356,THB,0.23,-1001.88
L01,42660,Rental Income,HSBC,Actual,37757,SGD,5.74,1083625.9
L01,42531,Payroll,CitiBank,Actual,37309,MYR,1.97,-73498.73
L01,42431,Payroll,CitiBank,Actual,46613,CNY,1.19,-55469.47
L01,42534,Rental Income,HSBC,Actual,47763,CNY,1.19,284189.85
L01,42420,Purchases,CitiBank,Actual,47751,TWD,0.25,-11937.75
L01,42420,Payroll,HSBC,Actual,32610,THB,0.23,-7500.3
L01,42646,Rental Income,CitiBank,Actual,43865,CNY,1.19,260996.75
L01,42537,Rental Income,HSBC,Actual,8285,PHP,0.17,7042.25
L01,42620,Administrative Expenses,HSBC,Actual,40896,PHP,0.17,-6952.32
L01,42529,Sales,BOC,Actual,39331,CNY,1.19,374431.12
L01,42661,Sales,CitiBank,Actual,12532,HKD,1,100256
L01,42632,Administrative Expenses,HSBC,Actual,6474,CNY,1.19,-7704.06
L01,42695,Payroll,HSBC,Actual,14926,MYR,1.97,-29404.22
L01,42603,Sales,HSBC,Actual,46647,SGD,5.74,2142030.24
L01,42478,Finance Cost,BOC,Actual,4098,HKD,1,-4098
L01,42527,Administrative Expenses,BOC,Actual,43411,TWD,0.25,-10852.75
L01,42650,Administrative Expenses,BOC,Actual,2059,PHP,0.17,-350.03
L01,42386,Payroll,BOC,Actual,32619,THB,0.23,-7502.37
L01,42562,Management Fee,BOC,Actual,28909,HKD,1,-28909
L01,42452,Payroll,BOC,Actual,8313,SGD,5.74,-47716.62
L01,42557,Payroll,HSBC,Actual,46390,PHP,0.17,-7886.3
L01,42372,Finance Cost,CitiBank,Actual,40277,SGD,5.74,-231189.98
L01,42427,Administrative Expenses,BOC,Actual,23866,THB,0.23,-5489.18
L01,42696,Purchases,HSBC,Actual,35365,MYR,1.97,-69669.05
L01,42601,Administrative Expenses,CitiBank,Actual,12505,SGD,5.74,-71778.7
L01,42446,Administrative Expenses,BOC,Actual,40985,TWD,0.25,-10246.25
L01,42427,Finance Cost,BOC,Actual,17160,JPY,0.07,-1201.2
L01,42446,Administrative Expenses,CitiBank,Actual,10358,JPY,0.07,-725.06
L01,42709,Finance Cost,HSBC,Actual,35755,THB,0.23,-8223.65
L01,42463,Rental Income,BOC,Actual,30166,INR,0.12,18099.6
L01,42558,Administrative Expenses,CitiBank,Actual,32609,LKR,0.06,-1956.54
L01,42663,Purchases,BOC,Actual,28442,INR,0.12,-3413.04
L01,42421,Administrative Expenses,BOC,Actual,17801,JPY,0.07,-1246.07
L01,42535,Sales,BOC,Actual,28442,MYR,1.97,448245.92
L01,42724,Rental Income,BOC,Actual,34441,TWD,0.25,43051.25
L01,42731,Administrative Expenses,HSBC,Actual,4634,THB,0.23,-1065.82
L01,42477,Rental Income,HSBC,Actual,38326,CNY,1.19,228039.7
L01,42470,Management Fee,CitiBank,Actual,26826,TWD,0.25,-6706.5
L01,42393,Administrative Expenses,BOC,Actual,1030,PHP,0.17,-175.1
L01,42427,Payroll,BOC,Actual,46001,MYR,1.97,-90621.97
L01,42447,Payroll,HSBC,Actual,14395,TWD,0.25,-3598.75
L01,42433,Payroll,HSBC,Actual,1142,MYR,1.97,-2249.74
L01,42480,Rental Income,CitiBank,Actual,37011,CNY,1.19,220215.45
L01,42518,Finance Cost,CitiBank,Actual,42646,PHP,0.17,-7249.82
L01,42708,Administrative Expenses,CitiBank,Actual,21838,TWD,0.25,-5459.5
L01,42523,Management Fee,BOC,Actual,21327,CNY,1.19,-25379.13
L01,42607,Sales,CitiBank,Actual,31418,JPY,0.07,17594.08
L01,42477,Finance Cost,BOC,Actual,7798,PHP,0.17,-1325.66
L01,42585,Purchases,HSBC,Actual,8507,LKR,0.06,-510.42
L01,42701,Finance Cost,HSBC,Actual,7017,PHP,0.17,-1192.89
L01,42372,Rental Income,HSBC,Actual,36489,CNY,1.19,217109.55
L01,42389,Finance Cost,CitiBank,Actual,25737,TWD,0.25,-6434.25
L01,42700,Sales,HSBC,Actual,4376,CNY,1.19,41659.52
L01,42732,Finance Cost,CitiBank,Actual,25020,PHP,0.17,-4253.4
L01,42512,Rental Income,CitiBank,Actual,40127,HKD,1,200635
L01,42659,Sales,CitiBank,Actual,19265,MYR,1.97,303616.4
L01,42473,Sales,HSBC,Actual,47303,CNY,1.19,450324.56
L01,42548,Rental Income,HSBC,Actual,6138,LKR,0.06,1841.4
L01,42436,Finance Cost,HSBC,Actual,18737,LKR,0.06,-1124.22
L01,42372,Rental Income,HSBC,Actual,47985,TWD,0.25,59981.25
L01,42528,Administrative Expenses,BOC,Actual,49421,INR,0.12,-5930.52
L01,42664,Administrative Expenses,CitiBank,Actual,47253,SGD,5.74,-271232.22
L01,42598,Finance Cost,CitiBank,Actual,42646,JPY,0.07,-2985.22
L01,42695,Administrative Expenses,BOC,Actual,7771,LKR,0.06,-466.26
L01,42396,Sales,BOC,Actual,32619,INR,0.12,31314.24
L01,42731,Administrative Expenses,CitiBank,Actual,33181,CNY,1.19,-39485.39
L01,42597,Rental Income,CitiBank,Actual,18223,JPY,0.07,6378.05
L01,42593,Administrative Expenses,CitiBank,Actual,18388,CNY,1.19,-21881.72
L01,42558,Sales,CitiBank,Actual,45812,PHP,0.17,62304.32
L01,42379,Purchases,CitiBank,Actual,23762,TWD,0.25,-5940.5
L01,42487,Purchases,HSBC,Actual,47127,JPY,0.07,-3298.89
L01,42406,Rental Income,BOC,Actual,15313,HKD,1,76565
L01,42572,Management Fee,CitiBank,Actual,44583,JPY,0.07,-3120.81
L01,42705,Finance Cost,HSBC,Actual,4765,HKD,1,-4765
L01,42733,Rental Income,HSBC,Actual,6017,LKR,0.06,1805.1
L01,42432,Rental Income,CitiBank,Actual,36489,TWD,0.25,45611.25
L01,42390,Purchases,CitiBank,Actual,10754,LKR,0.06,-645.24
L01,42557,Finance Cost,HSBC,Actual,32823,THB,0.23,-7549.29
L01,42669,Sales,CitiBank,Actual,1272,JPY,0.07,712.32
L01,42724,Payroll,CitiBank,Actual,28854,HKD,1,-28854
L01,42716,Administrative Expenses,BOC,Actual,36554,MYR,1.97,-72011.38
L01,42413,Management Fee,HSBC,Actual,19202,HKD,1,-19202
L01,42518,Rental Income,HSBC,Actual,46993,PHP,0.17,39944.05
L01,42421,Administrative Expenses,CitiBank,Actual,29659,INR,0.12,-3559.08
L01,42733,Rental Income,BOC,Actual,48459,INR,0.12,29075.4
L01,42726,Rental Income,CitiBank,Actual,17357,SGD,5.74,498145.9
L01,42600,Administrative Expenses,BOC,Actual,31801,HKD,1,-31801
L01,42407,Purchases,BOC,Actual,22279,CNY,1.19,-26512.01
L01,42413,Payroll,BOC,Actual,20184,JPY,0.07,-1412.88
L01,42401,Management Fee,HSBC,Actual,47976,MYR,1.97,-94512.72
L01,42408,Administrative Expenses,CitiBank,Actual,12356,LKR,0.06,-741.36
L01,42673,Payroll,BOC,Actual,43297,THB,0.23,-9958.31
L01,42372,Administrative Expenses,HSBC,Actual,32953,THB,0.23,-7579.19
L01,42434,Sales,CitiBank,Actual,4634,PHP,0.17,6302.24
L01,42576,Finance Cost,HSBC,Actual,21769,SGD,5.74,-124954.06
L01,42426,Management Fee,HSBC,Actual,27737,SGD,5.74,-159210.38
L01,42426,Sales,BOC,Actual,12455,THB,0.23,22917.2
L01,42574,Sales,HSBC,Actual,25679,PHP,0.17,34923.44
L01,42415,Rental Income,HSBC,Actual,47731,INR,0.12,28638.6
L01,42647,Payroll,HSBC,Actual,28714,LKR,0.06,-1722.84
L01,42678,Rental Income,BOC,Actual,17915,INR,0.12,10749
L01,42697,Administrative Expenses,HSBC,Actual,46278,MYR,1.97,-91167.66
L01,42474,Rental Income,HSBC,Actual,33176,INR,0.12,19905.6
L01,42654,Sales,BOC,Actual,34026,LKR,0.06,16332.48
L01,42622,Payroll,HSBC,Actual,26070,TWD,0.25,-6517.5
L01,42550,Purchases,CitiBank,Actual,38975,SGD,5.74,-223716.5
L01,42582,Management Fee,BOC,Actual,27210,TWD,0.25,-6802.5
L01,42713,Finance Cost,HSBC,Actual,46153,SGD,5.74,-264918.22
L01,42515,Management Fee,BOC,Actual,33910,MYR,1.97,-66802.7
L01,42533,Finance Cost,CitiBank,Actual,16988,CNY,1.19,-20215.72
L01,42625,Payroll,BOC,Actual,7873,LKR,0.06,-472.38
L01,42668,Finance Cost,HSBC,Actual,12309,JPY,0.07,-861.63
L01,42629,Purchases,BOC,Actual,49069,CNY,1.19,-58392.11
L01,42621,Payroll,BOC,Actual,5754,MYR,1.97,-11335.38
L01,42686,Payroll,HSBC,Actual,4879,HKD,1,-4879
L01,42436,Management Fee,BOC,Actual,15082,HKD,1,-15082
L01,42516,Administrative Expenses,CitiBank,Actual,39110,SGD,5.74,-224491.4
L01,42729,Management Fee,HSBC,Actual,30101,JPY,0.07,-2107.07
L01,42524,Management Fee,HSBC,Actual,22517,CNY,1.19,-26795.23
L01,42504,Payroll,CitiBank,Actual,11119,INR,0.12,-1334.28
L01,42645,Payroll,CitiBank,Actual,25720,CNY,1.19,-30606.8
L01,42469,Payroll,BOC,Actual,35696,THB,0.23,-8210.08
L01,42455,Finance Cost,HSBC,Actual,38326,INR,0.12,-4599.12
L01,42571,Sales,BOC,Actual,21873,HKD,1,174984
L01,42529,Finance Cost,CitiBank,Actual,28518,HKD,1,-28518
L01,42525,Rental Income,CitiBank,Actual,32550,MYR,1.97,320617.5
L01,42376,Administrative Expenses,CitiBank,Actual,24920,PHP,0.17,-4236.4
L01,42477,Administrative Expenses,BOC,Actual,42372,TWD,0.25,-10593
L01,42558,Finance Cost,CitiBank,Actual,12744,JPY,0.07,-892.08
L01,42477,Finance Cost,CitiBank,Actual,44645,INR,0.12,-5357.4
L01,42625,Administrative Expenses,HSBC,Actual,35510,PHP,0.17,-6036.7
L01,42660,Administrative Expenses,CitiBank,Actual,18879,JPY,0.07,-1321.53
L01,42514,Rental Income,CitiBank,Actual,19589,HKD,1,97945
L01,42393,Sales,BOC,Actual,39409,CNY,1.19,375173.68
L01,42613,Sales,CitiBank,Actual,20871,INR,0.12,20036.16
L01,42441,Payroll,BOC,Actual,30241,TWD,0.25,-7560.25
L01,42561,Payroll,CitiBank,Actual,49621,TWD,0.25,-12405.25
L01,42708,Purchases,BOC,Actual,15366,HKD,1,-15366
L01,42711,Management Fee,CitiBank,Actual,41071,SGD,5.74,-235747.54
L01,42503,Rental Income,CitiBank,Actual,38095,HKD,1,190475
L01,42552,Administrative Expenses,HSBC,Actual,25923,TWD,0.25,-6480.75
L01,42612,Rental Income,BOC,Actual,7932,THB,0.23,9121.8
L01,42722,Sales,BOC,Actual,5754,TWD,0.25,11508
L01,42516,Finance Cost,CitiBank,Actual,11968,TWD,0.25,-2992
L01,42404,Sales,HSBC,Actual,4497,THB,0.23,8274.48
L01,42703,Rental Income,HSBC,Actual,48642,JPY,0.07,17024.7
L01,42724,Rental Income,HSBC,Actual,40442,SGD,5.74,1160685.4
L01,42567,Purchases,BOC,Actual,15373,CNY,1.19,-18293.87
L01,42477,Rental Income,BOC,Actual,26984,CNY,1.19,160554.8
L01,42379,Finance Cost,CitiBank,Actual,17420,SGD,5.74,-99990.8
L01,42428,Purchases,BOC,Actual,21178,TWD,0.25,-5294.5
L01,42434,Management Fee,CitiBank,Actual,8099,SGD,5.74,-46488.26
L01,42714,Sales,HSBC,Actual,26984,CNY,1.19,256887.68
L01,42536,Purchases,HSBC,Actual,37690,TWD,0.25,-9422.5
L01,42474,Purchases,HSBC,Actual,35825,SGD,5.74,-205635.5
L01,42664,Sales,CitiBank,Actual,35151,TWD,0.25,70302
L01,42643,Payroll,CitiBank,Actual,30033,MYR,1.97,-59165.01
L01,42514,Rental Income,HSBC,Actual,38074,SGD,5.74,1092723.8
L01,42494,Administrative Expenses,CitiBank,Actual,45670,CNY,1.19,-54347.3
L01,42681,Payroll,HSBC,Actual,15313,PHP,0.17,-2603.21
L01,42406,Sales,HSBC,Actual,17771,THB,0.23,32698.64
L01,42427,Finance Cost,CitiBank,Actual,18149,MYR,1.97,-35753.53
L01,42647,Rental Income,BOC,Actual,33908,JPY,0.07,11867.8
L01,42377,Administrative Expenses,HSBC,Actual,39801,LKR,0.06,-2388.06
L01,42492,Sales,HSBC,Actual,22276,THB,0.23,40987.84
L01,42717,Management Fee,BOC,Actual,10002,INR,0.12,-1200.24
L01,42532,Payroll,CitiBank,Actual,6501,TWD,0.25,-1625.25
L01,42448,Management Fee,HSBC,Actual,16973,JPY,0.07,-1188.11
L01,42456,Payroll,HSBC,Actual,8281,LKR,0.06,-496.86
L01,42439,Management Fee,CitiBank,Actual,35365,PHP,0.17,-6012.05
L01,42391,Purchases,HSBC,Actual,24702,SGD,5.74,-141789.48
L01,42568,Administrative Expenses,HSBC,Actual,38607,SGD,5.74,-221604.18
L01,42396,Sales,HSBC,Actual,35459,TWD,0.25,70918
L01,42390,Management Fee,CitiBank,Actual,42642,HKD,1,-42642
L01,42617,Finance Cost,BOC,Actual,20015,PHP,0.17,-3402.55
L01,42445,Payroll,HSBC,Actual,37331,TWD,0.25,-9332.75
L01,42648,Management Fee,CitiBank,Actual,45968,CNY,1.19,-54701.92
L01,42385,Management Fee,BOC,Actual,12569,INR,0.12,-1508.28
L01,42377,Sales,HSBC,Actual,34729,TWD,0.25,69458
L01,42442,Purchases,HSBC,Actual,4187,CNY,1.19,-4982.53
L01,42445,Purchases,HSBC,Actual,40075,INR,0.12,-4809
L01,42611,Payroll,BOC,Actual,8997,THB,0.23,-2069.31
L01,42732,Management Fee,HSBC,Actual,27699,SGD,5.74,-158992.26
L01,42372,Purchases,CitiBank,Actual,49537,THB,0.23,-11393.51
L01,42589,Rental Income,HSBC,Actual,48819,HKD,1,244095
L01,42710,Finance Cost,HSBC,Actual,13963,THB,0.23,-3211.49
L01,42679,Finance Cost,BOC,Actual,5119,TWD,0.25,-1279.75
L01,42374,Purchases,HSBC,Actual,30245,THB,0.23,-6956.35
L01,42591,Payroll,HSBC,Actual,17150,SGD,5.74,-98441
L01,42481,Management Fee,BOC,Actual,44333,THB,0.23,-10196.59
L01,42681,Administrative Expenses,CitiBank,Actual,35626,THB,0.23,-8193.98
L01,42632,Sales,BOC,Actual,40909,MYR,1.97,644725.84
L01,42465,Finance Cost,BOC,Actual,38772,THB,0.23,-8917.56
L01,42682,Administrative Expenses,CitiBank,Actual,12230,TWD,0.25,-3057.5
L01,42708,Sales,BOC,Actual,26582,LKR,0.06,12759.36
L01,42652,Administrative Expenses,CitiBank,Actual,30928,INR,0.12,-3711.36
L01,42524,Purchases,CitiBank,Actual,47751,SGD,5.74,-274090.74
L01,42718,Management Fee,BOC,Actual,40368,CNY,1.19,-48037.92
L01,42643,Sales,CitiBank,Actual,15709,JPY,0.07,8797.04
L01,42581,Administrative Expenses,BOC,Actual,28939,JPY,0.07,-2025.73
L01,42562,Rental Income,CitiBank,Actual,13716,SGD,5.74,393649.2
L01,42407,Finance Cost,HSBC,Actual,49715,LKR,0.06,-2982.9
L01,42598,Administrative Expenses,BOC,Actual,21583,TWD,0.25,-5395.75
L01,42399,Payroll,HSBC,Actual,11622,SGD,5.74,-66710.28
L01,42687,Management Fee,BOC,Actual,21728,THB,0.23,-4997.44
L01,42718,Rental Income,CitiBank,Actual,37594,THB,0.23,43233.1
L01,42706,Rental Income,BOC,Actual,18017,MYR,1.97,177467.45
L01,42545,Purchases,BOC,Actual,21571,CNY,1.19,-25669.49
L01,42650,Finance Cost,CitiBank,Actual,5656,HKD,1,-5656
L01,42684,Rental Income,CitiBank,Actual,3443,JPY,0.07,1205.05
L01,42499,Sales,HSBC,Actual,20338,MYR,1.97,320526.88
L01,42568,Management Fee,BOC,Actual,12309,SGD,5.74,-70653.66
L01,42482,Management Fee,BOC,Actual,8612,LKR,0.06,-516.72
L01,42680,Management Fee,CitiBank,Actual,31192,JPY,0.07,-2183.44
L01,42642,Administrative Expenses,BOC,Actual,20505,JPY,0.07,-1435.35
L01,42715,Rental Income,BOC,Actual,34523,MYR,1.97,340051.55
L01,42555,Sales,BOC,Actual,29131,SGD,5.74,1337695.52
L01,42611,Purchases,CitiBank,Actual,9672,PHP,0.17,-1644.24
L01,42724,Sales,BOC,Actual,25132,THB,0.23,46242.88
L01,42475,Rental Income,CitiBank,Actual,31828,TWD,0.25,39785
L01,42573,Finance Cost,CitiBank,Actual,42511,SGD,5.74,-244013.14
L01,42505,Rental Income,HSBC,Actual,44975,JPY,0.07,15741.25
L01,42434,Administrative Expenses,CitiBank,Actual,33017,JPY,0.07,-2311.19
L01,42722,Purchases,BOC,Actual,8237,LKR,0.06,-494.22
L01,42461,Purchases,CitiBank,Actual,7865,TWD,0.25,-1966.25
L01,42462,Purchases,CitiBank,Actual,43447,CNY,1.19,-51701.93
L01,42452,Payroll,HSBC,Actual,37309,INR,0.12,-4477.08
L01,42411,Payroll,BOC,Actual,36808,JPY,0.07,-2576.56
L01,42567,Administrative Expenses,BOC,Actual,14893,PHP,0.17,-2531.81
L01,42557,Rental Income,BOC,Actual,45359,CNY,1.19,269886.05
L01,42524,Sales,BOC,Actual,21575,LKR,0.06,10356
L01,42734,Management Fee,CitiBank,Actual,28806,CNY,1.19,-34279.14
L01,42551,Sales,CitiBank,Actual,38099,PHP,0.17,51814.64
L01,42567,Payroll,HSBC,Actual,19274,CNY,1.19,-22936.06
L01,42718,Management Fee,HSBC,Actual,26563,TWD,0.25,-6640.75
L01,42434,Management Fee,CitiBank,Actual,4594,HKD,1,-4594
L01,42457,Management Fee,HSBC,Actual,5006,LKR,0.06,-300.36
L01,42505,Rental Income,CitiBank,Actual,20490,TWD,0.25,25612.5
L01,42469,Finance Cost,CitiBank,Actual,29699,LKR,0.06,-1781.94
L01,42376,Payroll,BOC,Actual,38240,MYR,1.97,-75332.8
L01,42615,Purchases,BOC,Actual,5006,THB,0.23,-1151.38
L01,42385,Finance Cost,HSBC,Actual,24729,THB,0.23,-5687.67
L01,42661,Purchases,CitiBank,Actual,33066,LKR,0.06,-1983.96
L01,42610,Sales,HSBC,Actual,6600,CNY,1.19,62832
L01,42668,Rental Income,CitiBank,Actual,4707,LKR,0.06,1412.1
L01,42667,Administrative Expenses,CitiBank,Actual,35556,PHP,0.17,-6044.52
L01,42647,Rental Income,CitiBank,Actual,40133,THB,0.23,46152.95
L01,42425,Administrative Expenses,HSBC,Actual,45055,SGD,5.74,-258615.7
L01,42516,Sales,HSBC,Actual,23615,THB,0.23,43451.6
L01,42529,Payroll,HSBC,Actual,2097,INR,0.12,-251.64
L01,42463,Finance Cost,CitiBank,Actual,7428,MYR,1.97,-14633.16
L01,42706,Rental Income,BOC,Actual,8058,TWD,0.25,10072.5
L01,42673,Administrative Expenses,BOC,Actual,25551,CNY,1.19,-30405.69
L01,42371,Rental Income,HSBC,Actual,19197,JPY,0.07,6718.95
L01,42621,Administrative Expenses,HSBC,Actual,11035,PHP,0.17,-1875.95
L01,42387,Payroll,HSBC,Actual,21838,HKD,1,-21838
L01,42589,Management Fee,HSBC,Actual,36020,HKD,1,-36020
L01,42476,Management Fee,BOC,Actual,48148,SGD,5.74,-276369.52
L01,42596,Payroll,HSBC,Actual,18864,SGD,5.74,-108279.36
L01,42483,Management Fee,HSBC,Actual,21272,INR,0.12,-2552.64
L01,42621,Management Fee,BOC,Actual,32305,LKR,0.06,-1938.3
L01,42383,Sales,BOC,Actual,38552,INR,0.12,37009.92
L01,42513,Payroll,CitiBank,Actual,24008,CNY,1.19,-28569.52
L01,42374,Payroll,CitiBank,Actual,11842,JPY,0.07,-828.94
L01,42407,Sales,CitiBank,Actual,23632,JPY,0.07,13233.92
L01,42435,Rental Income,BOC,Actual,27966,LKR,0.06,8389.8
L01,42683,Administrative Expenses,HSBC,Actual,10706,LKR,0.06,-642.36
L01,42408,Rental Income,CitiBank,Actual,17521,TWD,0.25,21901.25
L01,42644,Purchases,CitiBank,Actual,47507,TWD,0.25,-11876.75
L01,42489,Finance Cost,BOC,Actual,31542,LKR,0.06,-1892.52
L01,42615,Management Fee,HSBC,Actual,27323,HKD,1,-27323
L01,42372,Purchases,BOC,Actual,22517,HKD,1,-22517
L01,42687,Finance Cost,HSBC,Actual,30329,THB,0.23,-6975.67
L01,42467,Rental Income,CitiBank,Actual,46477,LKR,0.06,13943.1
L01,42476,Finance Cost,BOC,Actual,40701,MYR,1.97,-80180.97
L01,42676,Administrative Expenses,HSBC,Actual,43150,MYR,1.97,-85005.5
L01,42551,Payroll,BOC,Actual,19239,TWD,0.25,-4809.75
L01,42382,Finance Cost,HSBC,Actual,5336,HKD,1,-5336
L01,42424,Purchases,CitiBank,Actual,38602,MYR,1.97,-76045.94
L01,42518,Rental Income,CitiBank,Actual,19232,SGD,5.74,551958.4
L01,42610,Rental Income,HSBC,Actual,2662,MYR,1.97,26220.7
L01,42428,Finance Cost,HSBC,Actual,39867,CNY,1.19,-47441.73
L01,42439,Purchases,BOC,Actual,6544,INR,0.12,-785.28
L01,42559,Rental Income,HSBC,Actual,37555,TWD,0.25,46943.75
L01,42697,Sales,HSBC,Actual,44657,INR,0.12,42870.72
L01,42527,Finance Cost,HSBC,Actual,22871,HKD,1,-22871
L01,42570,Finance Cost,CitiBank,Actual,16866,SGD,5.74,-96810.84
L01,42469,Purchases,HSBC,Actual,8546,MYR,1.97,-16835.62
L01,42393,Finance Cost,CitiBank,Actual,46153,LKR,0.06,-2769.18
L01,42432,Management Fee,HSBC,Actual,43758,INR,0.12,-5250.96
L01,42686,Finance Cost,CitiBank,Actual,15573,JPY,0.07,-1090.11
L01,42541,Sales,BOC,Actual,7253,THB,0.23,13345.52
L01,42679,Payroll,HSBC,Actual,39713,JPY,0.07,-2779.91
L01,42632,Rental Income,BOC,Actual,45672,CNY,1.19,271748.4
L01,42384,Sales,HSBC,Actual,28089,TWD,0.25,56178
L01,42602,Rental Income,CitiBank,Actual,26826,SGD,5.74,769906.2
L01,42732,Finance Cost,CitiBank,Actual,43411,PHP,0.17,-7379.87
L01,42505,Payroll,CitiBank,Actual,3642,SGD,5.74,-20905.08
L01,42387,Sales,BOC,Actual,25501,INR,0.12,24480.96
L01,42394,Administrative Expenses,HSBC,Actual,30130,TWD,0.25,-7532.5
L01,42405,Rental Income,HSBC,Actual,2330,TWD,0.25,2912.5
L01,42475,Administrative Expenses,BOC,Actual,49236,JPY,0.07,-3446.52
L01,42644,Payroll,HSBC,Actual,43636,TWD,0.25,-10909
L01,42706,Management Fee,CitiBank,Actual,12866,HKD,1,-12866
L01,42536,Purchases,CitiBank,Actual,20490,MYR,1.97,-40365.3
L01,42654,Purchases,BOC,Actual,9347,SGD,5.74,-53651.78
L01,42408,Management Fee,HSBC,Actual,17678,JPY,0.07,-1237.46
L01,42534,Finance Cost,BOC,Actual,44903,PHP,0.17,-7633.51
L01,42434,Administrative Expenses,CitiBank,Actual,19274,TWD,0.25,-4818.5
