Ledger,Account,PartNo,Contact,Project,Unit Code,D/C,Currency
L82,14748,A19,C30,B29,PCS,C,C05
L97,18317,A20,C35,B24,PCS,C,C05
L28,16217,A14,C30,B23,PCS,C,C05
L47,16839,A16,C39,B26,PCS,C,C01
L49,11064,A18,C39,B25,PCS,D,C05
L76,16259,A17,C39,B28,PCS,D,C01
L12,12782,A11,C31,B25,PCS,D,C03
L17,13724,A15,C30,B26,PCS,D,C02
L19,11061,A16,C36,B20,PCS,C,C02
L27,19953,A17,C31,B23,PCS,C,C07
L55,17450,A19,C34,B27,PCS,C,C07
L60,16141,A12,C35,B22,PCS,C,C06
L62,19835,A20,C40,B23,PCS,C,C02
L86,14068,A13,C32,B28,PCS,D,C04
L90,18758,A20,C32,B29,PCS,D,C09
L96,16132,A19,C32,B27,PCS,D,C03
L30,11465,A20,C39,B30,PCS,C,C01
L61,12969,A20,C31,B24,PCS,C,C07
L76,14926,A20,C38,B23,PCS,D,C05
L76,12663,A20,C40,B22,PCS,D,C02
L12,12156,A15,C40,B25,PCS,D,C09
L18,17616,A18,C34,B20,PCS,D,C01
L28,12214,A11,C33,B25,PCS,D,C05
L33,13665,A20,C31,B26,PCS,D,C04
L50,15175,A16,C34,B20,PCS,D,C06
L54,15459,A13,C33,B20,PCS,C,C02
L72,15333,A16,C40,B26,PCS,C,C03
L74,15962,A20,C35,B22,PCS,D,C03
L78,15641,A14,C38,B22,PCS,D,C07
L80,17040,A14,C33,B22,PCS,C,C08
L89,13777,A18,C33,B21,PCS,D,C06
L97,19611,A16,C40,B28,PCS,D,C09
L99,16473,A11,C31,B23,PCS,C,C06
L10,15875,A17,C32,B30,PCS,D,C03
L25,14543,A11,C32,B21,PCS,C,C03
L41,10807,A16,C31,B25,PCS,D,C04
L56,15300,A14,C30,B23,PCS,D,C04
L66,18580,A16,C40,B30,PCS,D,C03
L70,11048,A18,C38,B30,PCS,D,C04
L73,11568,A11,C38,B25,PCS,C,C04
L86,18875,A20,C35,B27,PCS,C,C05
L88,19433,A14,C35,B22,PCS,C,C09
L93,19255,A19,C31,B22,PCS,C,C09
L15,12273,A20,C34,B20,PCS,D,C03
L46,10763,A15,C34,B24,PCS,D,C09
L60,14669,A18,C34,B20,PCS,C,C06
L71,16748,A10,C40,B20,PCS,D,C03
L76,10013,A20,C30,B29,PCS,C,C10
L76,13516,A10,C37,B24,PCS,C,C08
L92,17126,A13,C32,B26,PCS,D,C01
L19,18865,A17,C35,B28,PCS,C,C06
L34,10561,A14,C35,B30,PCS,D,C02
L53,12460,A13,C38,B21,PCS,C,C03
L56,15004,A17,C34,B28,PCS,D,C06
L67,10089,A16,C35,B26,PCS,C,C09
L67,10559,A16,C33,B24,PCS,D,C02
L93,17351,A13,C31,B30,PCS,C,C03
L18,14408,A16,C35,B27,PCS,D,C07
L20,13742,A15,C38,B30,PCS,D,C08
L30,10109,A19,C35,B23,PCS,C,C04
L32,17879,A16,C30,B25,PCS,D,C03
L35,10226,A19,C32,B20,PCS,D,C10
L37,10854,A18,C38,B20,PCS,D,C03
L46,10368,A10,C37,B24,PCS,C,C01
L51,17265,A15,C37,B21,PCS,D,C04
L57,15052,A12,C33,B28,PCS,C,C04
L26,18996,A11,C39,B24,PCS,D,C04
L46,14053,A15,C34,B23,PCS,D,C02
L48,18842,A20,C34,B27,PCS,C,C04
L54,10006,A14,C32,B23,PCS,C,C09
L55,10240,A13,C39,B25,PCS,D,C06
L60,19970,A11,C39,B24,PCS,C,C04
L76,16416,A16,C39,B22,PCS,D,C04
L30,10777,A15,C33,B30,PCS,C,C04
L36,18043,A12,C34,B30,PCS,C,C06
L38,14191,A16,C36,B20,PCS,C,C01
L40,16322,A12,C34,B28,PCS,C,C03
L59,17673,A11,C35,B28,PCS,D,C06
L67,17926,A13,C35,B21,PCS,D,C04
L89,10267,A16,C35,B26,PCS,C,C06
L10,10337,A18,C36,B22,PCS,D,C03
L17,18265,A13,C33,B20,PCS,C,C06
L43,15191,A11,C32,B30,PCS,C,C09
L46,11700,A15,C40,B25,PCS,D,C06
L64,16716,A14,C39,B21,PCS,C,C05
L71,15958,A15,C33,B28,PCS,D,C08
L72,16666,A12,C37,B20,PCS,D,C01
L92,19630,A14,C32,B23,PCS,C,C03
L93,17208,A11,C34,B28,PCS,D,C10
L12,16421,A11,C33,B28,PCS,C,C04
L25,10619,A14,C36,B29,PCS,C,C07
L27,16603,A11,C35,B24,PCS,C,C02
L31,14235,A20,C32,B29,PCS,C,C03
L32,15526,A19,C40,B21,PCS,D,C08
L50,14399,A17,C40,B24,PCS,C,C02
L54,12167,A17,C35,B22,PCS,D,C03
L58,14192,A12,C36,B26,PCS,D,C09
L78,12385,A16,C32,B23,PCS,C,C08
L85,11420,A13,C40,B26,PCS,C,C09
L10,13381,A20,C31,B27,PCS,D,C03
L14,13439,A19,C34,B23,PCS,D,C05
L20,15104,A14,C38,B24,PCS,D,C05
L20,18090,A11,C34,B30,PCS,D,C06
L23,12831,A17,C36,B27,PCS,D,C09
L22,16734,A20,C40,B20,PCS,C,C07
L27,17606,A17,C36,B22,PCS,D,C07
L32,17792,A11,C31,B30,PCS,C,C10
L36,10188,A17,C31,B27,PCS,C,C08
L49,19999,A14,C31,B30,PCS,C,C01
L95,15054,A16,C31,B21,PCS,D,C01
L20,15876,A10,C36,B21,PCS,D,C10
L23,17024,A20,C39,B26,PCS,C,C01
L24,18040,A10,C32,B28,PCS,C,C09
L24,19467,A12,C40,B24,PCS,C,C06
L26,12032,A10,C37,B22,PCS,C,C07
L28,14151,A13,C36,B27,PCS,D,C04
L32,18861,A14,C39,B24,PCS,C,C01
L34,11444,A11,C36,B29,PCS,D,C01
L56,18683,A14,C35,B23,PCS,D,C06
L58,15836,A14,C31,B26,PCS,D,C01
L85,16167,A15,C35,B25,PCS,C,C04
L88,19515,A16,C34,B26,PCS,D,C09
L97,13711,A13,C36,B28,PCS,D,C08
L97,15978,A18,C36,B30,PCS,C,C03
L13,11198,A19,C31,B20,PCS,C,C01
L37,12086,A13,C37,B25,PCS,C,C01
L40,10149,A11,C37,B27,PCS,C,C05
L51,15133,A18,C39,B23,PCS,D,C05
L55,11758,A18,C36,B29,PCS,D,C07
L55,18887,A11,C37,B27,PCS,D,C08
L59,17839,A11,C33,B26,PCS,C,C07
L64,18966,A12,C31,B21,PCS,D,C04
L75,10652,A20,C39,B29,PCS,C,C03
L87,14793,A12,C40,B29,PCS,C,C09
L91,19115,A15,C38,B27,PCS,D,C05
L10,11231,A10,C37,B29,PCS,D,C01
L19,16889,A12,C40,B29,PCS,C,C07
L71,18496,A18,C30,B24,PCS,C,C04
L78,13320,A19,C32,B23,PCS,D,C09
L91,17638,A14,C36,B23,PCS,D,C07
L98,14725,A14,C31,B30,PCS,C,C02
L11,12156,A14,C33,B24,PCS,C,C10
L19,17382,A11,C34,B21,PCS,D,C10
L36,19335,A17,C36,B24,PCS,D,C04
L43,11181,A16,C38,B30,PCS,D,C05
L49,15513,A15,C37,B20,PCS,D,C01
L81,16045,A13,C30,B30,PCS,D,C08
L83,10989,A13,C40,B21,PCS,D,C05
L19,11808,A15,C33,B20,PCS,C,C09
L41,12143,A10,C39,B25,PCS,C,C01
L49,16743,A15,C38,B21,PCS,C,C01
L52,15743,A10,C38,B22,PCS,D,C09
L53,18999,A19,C40,B23,PCS,D,C10
L58,15276,A14,C40,B22,PCS,D,C02
L80,18712,A12,C39,B24,PCS,D,C02
L83,12508,A10,C38,B29,PCS,D,C06
L15,15179,A14,C31,B30,PCS,D,C06
L17,16554,A19,C39,B30,PCS,D,C06
L22,11720,A11,C32,B20,PCS,C,C09
L32,11404,A13,C30,B24,PCS,D,C05
L45,13915,A13,C37,B25,PCS,C,C03
L67,11136,A18,C33,B22,PCS,C,C10
L75,11003,A16,C32,B27,PCS,D,C05
L97,14723,A12,C40,B26,PCS,D,C10
L12,11363,A13,C32,B21,PCS,D,C02
L30,10672,A19,C37,B21,PCS,D,C04
L35,13029,A15,C38,B28,PCS,D,C02
L36,17344,A11,C33,B26,PCS,C,C07
L45,14703,A12,C37,B26,PCS,C,C09
L83,15327,A20,C38,B22,PCS,C,C04
L32,11314,A10,C38,B30,PCS,D,C07
L38,11269,A11,C37,B25,PCS,D,C07
L54,12069,A17,C39,B26,PCS,C,C06
L56,14706,A10,C34,B28,PCS,D,C10
L59,11916,A13,C33,B27,PCS,D,C05
L69,16021,A15,C37,B28,PCS,D,C05
L97,18625,A11,C34,B25,PCS,C,C07
L23,19634,A16,C35,B28,PCS,C,C01
L26,16044,A14,C39,B20,PCS,C,C02
L29,11360,A18,C40,B26,PCS,D,C09
L35,17378,A12,C35,B20,PCS,D,C08
L35,13758,A17,C33,B25,PCS,C,C08
L40,12976,A19,C38,B20,PCS,D,C01
L46,19626,A12,C38,B22,PCS,C,C03
L47,13502,A14,C35,B27,PCS,D,C08
L50,19533,A12,C32,B28,PCS,D,C06
L74,15937,A17,C37,B23,PCS,D,C01
L74,17958,A19,C32,B24,PCS,D,C10
L83,11664,A11,C40,B23,PCS,C,C01
L85,13282,A17,C38,B27,PCS,D,C01
L87,17097,A14,C32,B25,PCS,D,C03
L88,19243,A14,C38,B29,PCS,C,C05
L93,10826,A20,C37,B22,PCS,C,C09
L10,14911,A14,C36,B24,PCS,D,C09
L33,10527,A15,C38,B26,PCS,D,C08
L52,14764,A16,C30,B24,PCS,C,C08
L58,18327,A10,C38,B29,PCS,C,C06
L61,15818,A11,C35,B23,PCS,D,C09
L63,17101,A13,C38,B25,PCS,C,C04
L63,19480,A13,C33,B20,PCS,C,C08
L73,11611,A14,C35,B29,PCS,C,C10
L74,14515,A11,C31,B20,PCS,D,C07
L83,13805,A19,C33,B23,PCS,C,C10
L83,19609,A13,C36,B22,PCS,C,C03
L86,10087,A20,C31,B29,PCS,D,C04
L92,14932,A18,C37,B26,PCS,C,C07
L93,11218,A12,C39,B28,PCS,C,C08
L96,16525,A11,C32,B22,PCS,D,C03
L99,13919,A10,C40,B22,PCS,D,C10
L14,15605,A20,C39,B23,PCS,C,C02
L15,12411,A18,C37,B30,PCS,D,C02
L33,15993,A14,C35,B27,PCS,D,C10
L39,14919,A13,C34,B30,PCS,D,C08
L43,18318,A10,C34,B26,PCS,D,C08
L49,16787,A20,C34,B23,PCS,C,C07
L51,18899,A20,C36,B27,PCS,C,C06
L51,15202,A12,C37,B26,PCS,D,C10
L55,13843,A14,C39,B30,PCS,C,C07
L60,11621,A10,C30,B20,PCS,C,C08
L68,17423,A13,C37,B23,PCS,D,C06
L70,10743,A15,C34,B21,PCS,C,C09
L81,17408,A14,C34,B28,PCS,C,C04
L92,11629,A13,C32,B30,PCS,C,C10
L94,14312,A19,C30,B21,PCS,C,C06
L95,18886,A18,C40,B24,PCS,C,C06
L52,18649,A20,C31,B27,PCS,C,C05
L54,19311,A20,C40,B27,PCS,C,C07
L94,16021,A14,C36,B28,PCS,C,C04
L99,11365,A20,C36,B28,PCS,D,C04
L15,15571,A19,C38,B21,PCS,C,C06
L63,19391,A17,C35,B25,PCS,D,C06
L80,13324,A18,C32,B21,PCS,D,C09
L93,13359,A19,C40,B28,PCS,C,C04
L94,15287,A18,C39,B30,PCS,C,C10
L95,18987,A11,C35,B29,PCS,C,C09
L95,13811,A10,C31,B23,PCS,C,C01
L20,15832,A14,C36,B27,PCS,C,C07
L30,17589,A12,C35,B28,PCS,D,C01
L46,13056,A17,C33,B29,PCS,C,C04
L53,18572,A15,C37,B30,PCS,C,C03
L55,13471,A20,C37,B30,PCS,D,C08
L63,17259,A14,C32,B25,PCS,D,C06
L63,16310,A17,C40,B23,PCS,C,C04
L69,18129,A18,C40,B24,PCS,D,C03
L79,13843,A13,C31,B29,PCS,C,C07
L79,18628,A10,C36,B26,PCS,C,C07
L90,14412,A15,C34,B28,PCS,C,C06
L19,10721,A19,C38,B30,PCS,D,C08
L31,18892,A19,C31,B22,PCS,D,C04
L32,12859,A18,C33,B20,PCS,C,C04
L34,19754,A13,C30,B27,PCS,C,C10
L39,12387,A11,C33,B24,PCS,C,C09
L50,14026,A20,C32,B22,PCS,D,C08
L54,16511,A13,C30,B21,PCS,D,C04
L76,14630,A13,C39,B22,PCS,C,C10
L85,12204,A15,C37,B29,PCS,D,C09
L19,11410,A12,C36,B28,PCS,C,C04
L26,10745,A10,C38,B30,PCS,C,C08
L42,14308,A16,C33,B24,PCS,C,C02
L47,19364,A18,C35,B26,PCS,D,C03
L73,11973,A18,C35,B20,PCS,C,C02
L10,17683,A19,C34,B21,PCS,D,C07
L33,19199,A16,C32,B25,PCS,D,C03
L50,19929,A17,C37,B20,PCS,C,C09
L53,13883,A17,C36,B22,PCS,C,C09
L56,18505,A20,C39,B28,PCS,D,C09
L64,14522,A17,C34,B25,PCS,C,C08
L65,18273,A14,C40,B27,PCS,D,C02
L93,17503,A18,C39,B28,PCS,C,C04
L29,16972,A18,C31,B20,PCS,D,C05
L54,19615,A13,C34,B21,PCS,D,C07
L54,17569,A11,C37,B21,PCS,D,C06
L67,11019,A17,C35,B27,PCS,C,C09
L77,16342,A17,C34,B21,PCS,C,C05
L10,17441,A13,C32,B25,PCS,C,C09
L19,12902,A17,C38,B23,PCS,D,C01
L25,11480,A10,C35,B29,PCS,D,C09
L37,12208,A17,C38,B20,PCS,D,C05
L38,19605,A19,C32,B27,PCS,D,C07
L63,15271,A13,C36,B20,PCS,D,C08
L80,15187,A12,C32,B30,PCS,D,C06
L80,12056,A15,C40,B24,PCS,C,C01
L28,19034,A15,C33,B23,PCS,D,C06
L32,17346,A11,C32,B20,PCS,C,C03
L34,17666,A18,C40,B21,PCS,C,C10
L40,18959,A17,C39,B26,PCS,D,C05
L62,10292,A19,C33,B28,PCS,C,C04
L65,15601,A11,C31,B22,PCS,C,C10
L75,10462,A20,C32,B27,PCS,D,C08
L86,18520,A12,C39,B28,PCS,C,C10
L97,18384,A13,C34,B28,PCS,D,C05
L37,19347,A16,C31,B22,PCS,C,C01
L46,10906,A16,C35,B25,PCS,C,C09
L46,14997,A15,C40,B26,PCS,D,C10
L58,10650,A14,C40,B27,PCS,D,C02
L60,18609,A20,C39,B20,PCS,D,C05
L67,13973,A14,C40,B21,PCS,C,C03
L68,11593,A20,C34,B21,PCS,D,C09
L69,19239,A20,C32,B30,PCS,D,C05
L76,11158,A11,C33,B30,PCS,C,C10
L80,16591,A18,C37,B25,PCS,D,C10
L17,17655,A18,C30,B21,PCS,C,C04
L27,10262,A20,C34,B26,PCS,C,C10
L33,17528,A14,C37,B28,PCS,C,C04
L39,18751,A16,C36,B22,PCS,C,C07
L43,16025,A13,C36,B30,PCS,C,C01
L48,10828,A17,C39,B29,PCS,D,C04
L60,18513,A11,C37,B27,PCS,C,C07
L63,12413,A15,C37,B20,PCS,C,C06
L70,18915,A13,C38,B21,PCS,D,C05
L23,14890,A17,C31,B25,PCS,C,C08
L35,18389,A18,C30,B26,PCS,C,C03
L37,12247,A16,C33,B27,PCS,C,C01
L39,19061,A12,C36,B30,PCS,D,C03
L44,13989,A12,C30,B25,PCS,D,C01
L51,13043,A14,C30,B26,PCS,C,C07
L57,18841,A16,C34,B20,PCS,C,C03
L66,15731,A16,C33,B30,PCS,C,C04
L68,16113,A19,C37,B23,PCS,D,C05
L76,19038,A10,C33,B21,PCS,D,C06
L85,15303,A16,C36,B28,PCS,C,C03
L94,18464,A20,C34,B24,PCS,D,C06
L43,17784,A18,C32,B30,PCS,D,C05
L43,19847,A13,C38,B22,PCS,C,C10
L57,19113,A19,C40,B24,PCS,D,C02
L63,14064,A11,C35,B26,PCS,C,C05
L71,10469,A14,C31,B25,PCS,C,C08
L80,10176,A20,C31,B29,PCS,C,C08
L93,11846,A15,C30,B24,PCS,D,C10
L14,17588,A16,C40,B20,PCS,D,C02
L23,13762,A18,C39,B29,PCS,C,C09
L25,13618,A12,C32,B28,PCS,D,C09
L32,19073,A12,C37,B27,PCS,C,C05
L28,11105,A20,C30,B21,PCS,C,C10
L35,18439,A10,C33,B28,PCS,C,C08
L43,19770,A11,C32,B28,PCS,C,C09
L56,12129,A20,C35,B24,PCS,D,C09
L63,13142,A11,C31,B21,PCS,C,C07
L63,11870,A12,C34,B26,PCS,C,C04
L77,14908,A19,C30,B20,PCS,D,C07
L84,10700,A11,C40,B28,PCS,C,C02
L89,14556,A10,C30,B30,PCS,C,C07
L89,15278,A17,C33,B29,PCS,C,C03
L93,10855,A20,C35,B23,PCS,D,C03
L97,16521,A12,C35,B21,PCS,D,C01
L16,18106,A15,C34,B26,PCS,C,C08
L18,19902,A14,C38,B28,PCS,D,C08
L28,19424,A16,C35,B26,PCS,C,C07
L34,14649,A17,C35,B21,PCS,C,C05
L50,10757,A16,C36,B26,PCS,D,C04
L56,11490,A10,C37,B29,PCS,D,C01
L57,14379,A16,C39,B28,PCS,D,C04
L59,14204,A17,C30,B20,PCS,D,C02
L81,13246,A18,C33,B29,PCS,C,C04
L92,19234,A17,C30,B23,PCS,D,C02
L28,18819,A16,C35,B28,PCS,D,C05
L52,12269,A10,C31,B25,PCS,D,C04
L87,19782,A12,C33,B29,PCS,C,C04
L88,17060,A12,C32,B28,PCS,D,C09
L89,17031,A15,C40,B29,PCS,D,C09
L96,14876,A19,C34,B22,PCS,D,C08
L97,14769,A15,C32,B22,PCS,D,C06
L37,19381,A12,C35,B23,PCS,D,C05
L51,12665,A11,C39,B28,PCS,D,C02
L70,12267,A18,C31,B26,PCS,C,C07
L12,17846,A16,C35,B26,PCS,D,C03
L64,11653,A14,C38,B30,PCS,D,C07
L71,19537,A12,C33,B24,PCS,C,C04
L75,14350,A17,C39,B27,PCS,D,C05
L93,14860,A14,C40,B28,PCS,C,C02
L97,13146,A13,C33,B26,PCS,C,C09
L20,18328,A11,C38,B30,PCS,D,C07
L38,19337,A13,C31,B24,PCS,C,C07
L45,16236,A16,C39,B22,PCS,D,C10
L58,11332,A14,C38,B30,PCS,D,C04
L73,18980,A15,C37,B22,PCS,D,C08
L74,10178,A19,C39,B22,PCS,C,C10
L79,12826,A19,C32,B27,PCS,C,C06
L79,10669,A11,C31,B25,PCS,C,C03
L90,11692,A19,C39,B25,PCS,D,C01
L16,14911,A17,C39,B20,PCS,D,C05
L21,19220,A19,C35,B21,PCS,D,C08
L32,17014,A16,C35,B23,PCS,D,C02
L56,17215,A13,C32,B21,PCS,D,C05
L73,16967,A12,C37,B30,PCS,C,C07
L94,15959,A15,C31,B24,PCS,D,C08
L24,18686,A18,C39,B24,PCS,C,C03
L27,12970,A19,C36,B28,PCS,D,C07
L31,19318,A13,C36,B22,PCS,C,C03
L61,17624,A15,C35,B22,PCS,D,C10
L65,19690,A11,C37,B22,PCS,C,C08
L79,15259,A19,C40,B25,PCS,D,C01
L99,12190,A16,C35,B27,PCS,D,C06
L90,12463,A19,C34,B20,PCS,D,C08
L90,14346,A14,C39,B30,PCS,C,C04
L93,14999,A14,C39,B28,PCS,C,C03
L12,12327,A14,C30,B20,PCS,D,C02
L21,19598,A18,C36,B29,PCS,D,C02
L21,15564,A11,C37,B25,PCS,D,C03
L31,10802,A10,C40,B28,PCS,C,C01
L40,16024,A10,C35,B23,PCS,C,C10
L48,18382,A17,C39,B30,PCS,C,C07
L52,13378,A12,C34,B21,PCS,D,C05
L52,18129,A15,C40,B30,PCS,D,C04
L54,13374,A16,C31,B21,PCS,C,C10
L56,18715,A17,C35,B23,PCS,C,C03
L92,10825,A11,C31,B22,PCS,D,C04
L25,16204,A12,C39,B23,PCS,D,C07
L44,12931,A13,C38,B20,PCS,D,C02
L46,15252,A16,C39,B25,PCS,D,C03
L68,19474,A15,C40,B23,PCS,D,C09
L71,19300,A14,C34,B27,PCS,C,C03
L77,19610,A11,C38,B22,PCS,C,C06
L78,12213,A19,C37,B21,PCS,D,C05
L90,12236,A16,C34,B20,PCS,D,C03
L95,19855,A10,C31,B29,PCS,C,C02
L18,10409,A11,C34,B28,PCS,C,C06
L25,10104,A18,C31,B24,PCS,D,C09
L35,10603,A12,C38,B26,PCS,D,C02
L41,12394,A16,C30,B23,PCS,C,C03
L52,12817,A12,C37,B28,PCS,D,C04
L61,17969,A10,C32,B27,PCS,D,C08
L72,10906,A10,C31,B21,PCS,D,C09
L80,16089,A15,C32,B22,PCS,C,C03
L83,15968,A19,C33,B24,PCS,D,C05
L92,10945,A17,C30,B23,PCS,C,C08
L95,16426,A19,C30,B30,PCS,C,C09
L12,13222,A18,C32,B23,PCS,D,C08
L16,14955,A13,C31,B26,PCS,D,C07
L29,10212,A16,C37,B20,PCS,D,C06
L35,11212,A20,C40,B30,PCS,D,C05
L54,10498,A14,C36,B28,PCS,C,C10
L76,12800,A16,C40,B20,PCS,C,C04
L77,10537,A14,C31,B25,PCS,D,C07
L97,13182,A15,C33,B25,PCS,D,C01
L30,16273,A17,C33,B24,PCS,D,C08
L32,15973,A17,C31,B23,PCS,D,C06
L43,10450,A16,C35,B23,PCS,D,C07
L23,10128,A13,C35,B28,PCS,D,C07
L60,19634,A20,C37,B20,PCS,C,C03
L88,18216,A13,C36,B25,PCS,C,C10
L96,10994,A13,C33,B24,PCS,C,C05
L15,15695,A16,C34,B20,PCS,D,C01
L17,13297,A10,C39,B22,PCS,D,C05
L17,10778,A17,C36,B22,PCS,D,C03
L18,14965,A19,C32,B29,PCS,D,C04
L33,11936,A11,C36,B23,PCS,D,C10
L84,10325,A12,C35,B22,PCS,D,C05
L92,11388,A15,C35,B22,PCS,C,C04
L97,10888,A15,C35,B20,PCS,D,C07
L98,16618,A19,C40,B20,PCS,C,C03
L18,11888,A11,C30,B26,PCS,D,C04
L22,11045,A16,C37,B23,PCS,C,C01
L22,14393,A19,C38,B25,PCS,D,C08
L23,18097,A17,C33,B27,PCS,C,C09
L29,10707,A20,C32,B21,PCS,D,C07
L49,16631,A16,C40,B29,PCS,D,C08
L75,14081,A11,C37,B30,PCS,D,C05
L80,16166,A10,C32,B25,PCS,C,C03
L80,18990,A20,C38,B29,PCS,D,C05
L91,18985,A15,C30,B28,PCS,C,C05
L12,15432,A12,C37,B20,PCS,D,C06
L26,14289,A11,C37,B27,PCS,C,C01
L47,11611,A16,C35,B24,PCS,D,C05
L11,11162,A17,C39,B26,PCS,C,C03
L15,19023,A17,C40,B25,PCS,C,C03
L28,10158,A12,C37,B21,PCS,D,C01
L34,10541,A16,C34,B26,PCS,C,C06
L35,14610,A19,C40,B20,PCS,C,C02
L38,14654,A20,C39,B24,PCS,C,C06
L39,19760,A12,C37,B23,PCS,D,C07
L58,18567,A18,C36,B20,PCS,D,C01
L58,19396,A11,C39,B26,PCS,C,C08
L61,13077,A15,C40,B21,PCS,D,C02
L86,14312,A17,C37,B25,PCS,D,C06
L97,11482,A19,C38,B24,PCS,C,C05
L22,10179,A12,C32,B24,PCS,D,C07
L29,13297,A17,C35,B25,PCS,C,C10
L30,11893,A15,C38,B29,PCS,C,C04
L47,12090,A11,C37,B29,PCS,D,C03
L61,10907,A15,C40,B28,PCS,C,C07
L70,11408,A19,C37,B29,PCS,C,C05
L75,10340,A16,C38,B25,PCS,C,C06
L82,18720,A19,C32,B25,PCS,D,C08
L90,10262,A18,C35,B28,PCS,C,C10
L14,13191,A18,C34,B27,PCS,D,C06
L44,12325,A12,C34,B27,PCS,D,C01
L48,15375,A12,C37,B26,PCS,D,C07
L51,17480,A12,C34,B27,PCS,C,C05
L69,13014,A20,C33,B25,PCS,C,C08
L73,17146,A11,C35,B30,PCS,D,C07
L82,10500,A14,C34,B21,PCS,D,C08
L90,10097,A17,C37,B22,PCS,C,C08
L42,19602,A10,C35,B25,PCS,C,C06
L46,12765,A16,C39,B23,PCS,C,C09
L55,15250,A13,C35,B23,PCS,D,C09
L62,11157,A14,C40,B20,PCS,D,C05
L77,17116,A10,C34,B24,PCS,D,C10
L95,14634,A19,C31,B20,PCS,D,C05
L12,16274,A19,C31,B24,PCS,D,C01
L26,13632,A11,C38,B20,PCS,C,C04
L47,16097,A14,C36,B20,PCS,C,C07
L50,13304,A10,C39,B25,PCS,C,C02
L58,10538,A17,C31,B29,PCS,C,C07
L70,19655,A18,C32,B30,PCS,D,C01
L72,12219,A14,C37,B23,PCS,D,C01
L74,16951,A18,C32,B28,PCS,C,C09
L77,18279,A20,C35,B30,PCS,D,C05
L91,10722,A15,C30,B24,PCS,C,C10
L23,15176,A16,C30,B21,PCS,C,C08
L22,11526,A18,C32,B29,PCS,C,C05
L22,14009,A19,C30,B26,PCS,C,C04
L40,16033,A15,C33,B22,PCS,D,C06
L44,16198,A14,C33,B28,PCS,C,C08
L45,14351,A12,C38,B26,PCS,C,C02
L61,16117,A10,C37,B22,PCS,D,C09
L66,19414,A17,C31,B30,PCS,C,C06
L69,18333,A13,C30,B29,PCS,D,C03
L72,17302,A16,C37,B22,PCS,D,C05
L74,13642,A16,C37,B25,PCS,D,C04
L10,18434,A19,C36,B30,PCS,D,C07
L22,12234,A11,C33,B29,PCS,C,C06
L25,15722,A11,C35,B30,PCS,C,C10
L62,14618,A13,C35,B25,PCS,D,C02
L69,19197,A17,C36,B25,PCS,C,C06
L76,13942,A15,C30,B23,PCS,D,C02
L83,14464,A13,C32,B22,PCS,D,C08
L90,15930,A17,C39,B28,PCS,D,C01
L91,17024,A13,C33,B30,PCS,C,C03
L91,19050,A15,C37,B30,PCS,C,C08
L13,17130,A20,C33,B28,PCS,C,C10
L16,15878,A10,C35,B24,PCS,C,C06
L23,19612,A18,C36,B23,PCS,C,C01
L39,12865,A12,C35,B30,PCS,D,C04
L41,12893,A10,C35,B26,PCS,C,C03
L92,14414,A10,C31,B26,PCS,C,C07
L14,14689,A20,C31,B24,PCS,D,C08
L16,17584,A10,C36,B27,PCS,D,C08
L16,19979,A16,C36,B21,PCS,D,C01
L25,19797,A18,C30,B23,PCS,C,C04
L32,16804,A17,C31,B21,PCS,D,C05
L35,19987,A10,C34,B30,PCS,C,C07
L35,13606,A15,C37,B29,PCS,D,C08
L37,15806,A10,C32,B25,PCS,D,C07
L37,14018,A16,C30,B28,PCS,D,C07
L54,10403,A20,C33,B21,PCS,D,C03
L55,19234,A13,C34,B24,PCS,C,C05
L58,16295,A14,C32,B25,PCS,C,C09
L85,15566,A14,C33,B27,PCS,D,C08
L23,17479,A13,C36,B27,PCS,C,C09
L25,11880,A20,C32,B29,PCS,D,C05
L49,10695,A13,C32,B26,PCS,C,C04
L57,17578,A18,C40,B21,PCS,D,C07
L62,10245,A12,C36,B20,PCS,D,C07
L21,14185,A14,C33,B29,PCS,D,C04
L25,14558,A18,C34,B28,PCS,C,C05
L31,13167,A19,C37,B21,PCS,D,C01
L51,18228,A16,C31,B27,PCS,C,C07
L57,13274,A10,C32,B22,PCS,D,C05
L58,13629,A11,C30,B23,PCS,C,C04
L75,17936,A15,C37,B25,PCS,D,C04
L79,16195,A18,C33,B30,PCS,D,C02
L10,11560,A11,C38,B22,PCS,C,C10
L17,10610,A18,C36,B23,PCS,D,C06
L38,11164,A11,C40,B24,PCS,C,C10
L46,15888,A19,C30,B23,PCS,D,C08
L99,10092,A13,C32,B22,PCS,C,C09
L18,10588,A20,C33,B30,PCS,D,C04
L20,18302,A17,C37,B21,PCS,D,C02
L24,16717,A12,C31,B20,PCS,D,C06
L33,18065,A12,C39,B21,PCS,D,C03
L42,14291,A10,C34,B23,PCS,D,C10
L45,17689,A18,C39,B21,PCS,D,C03
L51,12917,A12,C34,B30,PCS,D,C01
L71,14748,A10,C40,B28,PCS,D,C06
L16,17619,A20,C40,B23,PCS,D,C06
L27,16952,A17,C30,B21,PCS,C,C07
L34,11601,A10,C37,B22,PCS,C,C03
L50,11360,A14,C33,B29,PCS,C,C05
L81,11110,A15,C32,B25,PCS,D,C04
L94,17726,A16,C30,B22,PCS,D,C05
