Ledger,Account,PartNo,Contact,Project,Unit Code,D/C,Currency,Quantity(Count),Quantity(Max),Quantity(Min),Quantity(Sum)
L17,18670,A20,C34,B20,PCS,C,C10,3,961,382,1978
L31,11375,A17,C37,B24,PCS,C,C07,1,862,862,862
L39,12716,A18,C35,B23,PCS,C,C06,3,271,217,758
L40,17626,A18,C36,B28,PCS,D,C01,1,510,510,510
L41,18155,A16,C34,B28,PCS,D,C05,1,541,541,541
L45,15044,A17,C37,B23,PCS,D,C07,2,791,414,1205
L56,12323,A14,C39,B23,PCS,D,C03,1,746,746,746
L66,10949,A10,C33,B21,PCS,D,C07,2,568,248,816
L86,17263,A13,C31,B26,PCS,C,C06,1,974,974,974
L91,10454,A11,C36,B24,PCS,C,C04,1,799,799,799
L96,19613,A12,C30,B30,PCS,C,C06,1,696,696,696
L98,19038,A10,C32,B22,PCS,C,C01,1,744,744,744
L23,19115,A11,C39,B20,PCS,C,C09,1,132,132,132
L43,12034,A17,C40,B21,PCS,C,C05,1,472,472,472
L44,15079,A16,C34,B23,PCS,D,C01,1,145,145,145
L46,10372,A12,C33,B24,PCS,C,C06,1,96,96,96
L52,17581,A13,C39,B27,PCS,D,C04,1,865,865,865
L87,15916,A14,C30,B22,PCS,D,C05,1,924,924,924
L92,11460,A14,C31,B24,PCS,D,C06,4,822,302,2300
L11,14843,A14,C32,B22,PCS,D,C09,1,565,565,565
L28,13777,A17,C39,B25,PCS,D,C01,1,357,357,357
L33,19845,A14,C32,B29,PCS,D,C01,1,622,622,622
L74,15107,A19,C31,B27,PCS,C,C06,1,903,903,903
L78,14293,A17,C40,B20,PCS,D,C04,1,41,41,41
L82,16157,A17,C34,B24,PCS,D,C02,1,232,232,232
L13,17222,A10,C31,B22,PCS,C,C06,2,758,686,1444
L14,15865,A11,C37,B26,PCS,D,C06,1,468,468,468
L23,10036,A20,C38,B21,PCS,C,C02,2,876,266,1142
L28,15709,A14,C31,B28,PCS,D,C06,3,771,5,1018
L30,15875,A16,C35,B23,PCS,D,C03,2,539,495,1034
L36,14168,A17,C35,B22,PCS,D,C10,2,397,164,561
L37,10457,A15,C38,B26,PCS,C,C04,2,358,58,416
L41,17416,A12,C39,B30,PCS,D,C09,1,551,551,551
L45,11392,A19,C37,B28,PCS,D,C03,1,173,173,173
L48,14135,A14,C38,B22,PCS,D,C04,1,906,906,906
L52,18673,A19,C35,B22,PCS,C,C08,1,618,618,618
L63,14583,A16,C38,B23,PCS,C,C04,1,387,387,387
L80,15688,A16,C40,B24,PCS,C,C07,1,671,671,671
L12,10333,A20,C37,B30,PCS,C,C03,2,328,113,441
L93,10440,A11,C33,B25,PCS,C,C05,1,105,105,105
L16,15477,A20,C40,B21,PCS,C,C08,1,876,876,876
L16,17684,A12,C40,B27,PCS,D,C08,2,231,197,428
L19,19814,A12,C39,B27,PCS,D,C04,2,291,227,518
L26,11256,A13,C40,B29,PCS,C,C10,2,772,183,955
L36,13116,A16,C37,B23,PCS,C,C06,3,529,76,694
L59,16447,A18,C34,B25,PCS,D,C01,1,149,149,149
L78,13078,A12,C37,B27,PCS,C,C02,1,602,602,602
L82,18425,A12,C40,B27,PCS,D,C05,2,873,845,1718
L83,19609,A18,C40,B30,PCS,C,C06,2,910,834,1744
L96,15606,A18,C38,B26,PCS,D,C04,1,331,331,331
L16,14340,A15,C40,B27,PCS,D,C07,2,948,134,1082
L27,15138,A20,C38,B26,PCS,C,C04,1,825,825,825
L32,16987,A11,C34,B27,PCS,D,C03,1,814,814,814
L34,12458,A14,C39,B23,PCS,C,C05,1,309,309,309
L38,14230,A15,C39,B30,PCS,C,C09,2,811,597,1408
L76,12750,A11,C34,B27,PCS,D,C04,1,370,370,370
L85,12946,A18,C35,B23,PCS,D,C03,1,667,667,667
L15,14826,A12,C36,B22,PCS,C,C06,2,617,276,893
L31,17331,A11,C40,B29,PCS,C,C09,1,272,272,272
L40,19607,A20,C39,B30,PCS,C,C02,2,574,272,846
L44,19779,A12,C38,B23,PCS,C,C08,1,48,48,48
L45,15193,A20,C33,B24,PCS,C,C06,1,278,278,278
L50,16636,A14,C40,B28,PCS,D,C02,3,857,475,1891
L49,14615,A15,C40,B21,PCS,C,C08,1,411,411,411
L76,18255,A16,C36,B28,PCS,D,C10,2,850,816,1666
L85,19278,A19,C34,B25,PCS,C,C10,1,169,169,169
L12,19289,A11,C40,B29,PCS,C,C02,2,977,96,1073
L93,19601,A18,C40,B23,PCS,C,C01,1,404,404,404
L97,11861,A19,C34,B29,PCS,D,C04,1,789,789,789
L17,10994,A15,C34,B23,PCS,D,C09,1,678,678,678
L28,11452,A12,C36,B25,PCS,C,C07,1,837,837,837
L58,12844,A16,C39,B23,PCS,C,C03,1,101,101,101
L74,13140,A11,C33,B28,PCS,D,C09,3,855,140,1789
L78,11293,A14,C39,B26,PCS,C,C02,2,729,492,1221
L80,12580,A18,C32,B23,PCS,C,C05,2,207,48,255
L84,18563,A15,C38,B28,PCS,D,C10,3,657,290,1257
L12,13032,A14,C38,B22,PCS,C,C10,1,909,909,909
L25,13378,A19,C38,B26,PCS,C,C06,1,670,670,670
L48,12893,A16,C31,B26,PCS,D,C04,1,593,593,593
L63,17790,A13,C38,B20,PCS,D,C04,1,339,339,339
L64,11101,A14,C31,B26,PCS,C,C10,1,646,646,646
L65,19657,A20,C33,B23,PCS,C,C08,1,350,350,350
L86,18245,A16,C31,B24,PCS,D,C06,1,548,548,548
L91,14297,A20,C31,B21,PCS,D,C06,2,908,26,934
L10,19324,A17,C36,B28,PCS,C,C05,1,197,197,197
L10,19003,A12,C31,B27,PCS,C,C03,2,503,304,807
L30,10035,A16,C35,B22,PCS,D,C04,2,826,171,997
L41,11815,A10,C37,B23,PCS,D,C03,3,913,662,2261
L60,18362,A18,C31,B24,PCS,D,C10,1,412,412,412
L66,13008,A13,C35,B30,PCS,D,C03,3,632,365,1586
L66,11265,A17,C32,B20,PCS,D,C03,1,413,413,413
L91,10798,A12,C34,B24,PCS,C,C07,1,604,604,604
L13,10544,A13,C36,B28,PCS,C,C01,2,878,288,1166
L18,11725,A11,C34,B25,PCS,C,C09,1,277,277,277
L25,15656,A12,C36,B30,PCS,D,C10,1,707,707,707
L27,11179,A17,C30,B23,PCS,C,C03,3,422,233,1038
L58,19342,A10,C36,B27,PCS,C,C03,2,731,719,1450
L82,19818,A18,C37,B27,PCS,D,C04,1,918,918,918
L10,13077,A10,C32,B20,PCS,D,C04,2,978,434,1412
L11,10972,A13,C36,B27,PCS,D,C08,1,547,547,547
L92,12168,A16,C35,B29,PCS,D,C02,1,986,986,986
L92,19773,A19,C37,B20,PCS,D,C05,1,445,445,445
L97,19674,A17,C35,B20,PCS,C,C04,1,457,457,457
L98,10489,A17,C35,B28,PCS,C,C05,1,714,714,714
L45,15531,A17,C36,B28,PCS,D,C07,2,433,397,830
L49,10524,A14,C31,B22,PCS,C,C05,3,892,177,1769
L64,17304,A10,C36,B20,PCS,D,C08,1,638,638,638
L14,13510,A16,C33,B21,PCS,D,C02,2,455,103,558
L15,12133,A15,C31,B21,PCS,C,C04,2,334,93,427
L17,11367,A14,C40,B27,PCS,C,C07,1,955,955,955
L20,18203,A13,C31,B24,PCS,C,C06,2,724,721,1445
L99,13444,A19,C34,B28,PCS,C,C05,2,591,457,1048
L33,12810,A14,C37,B29,PCS,C,C10,1,786,786,786
L40,12693,A20,C34,B27,PCS,D,C01,1,581,581,581
L48,18281,A12,C35,B25,PCS,C,C02,1,57,57,57
L50,18358,A11,C32,B25,PCS,C,C08,1,931,931,931
L72,15353,A20,C33,B23,PCS,D,C03,1,56,56,56
L89,16503,A19,C31,B23,PCS,C,C08,1,426,426,426
L94,16255,A10,C38,B22,PCS,D,C02,2,823,101,924
L23,13568,A14,C32,B24,PCS,D,C03,2,459,362,821
L25,17169,A10,C30,B24,PCS,D,C06,1,625,625,625
L44,11507,A12,C36,B28,PCS,C,C01,3,814,91,1483
L50,15793,A14,C30,B21,PCS,C,C05,1,904,904,904
L78,15158,A20,C32,B27,PCS,C,C04,1,328,328,328
L85,13247,A19,C30,B20,PCS,D,C06,2,527,123,650
L97,11732,A14,C36,B27,PCS,D,C01,2,588,323,911
L22,12248,A20,C36,B26,PCS,D,C02,1,774,774,774
L33,11997,A19,C38,B29,PCS,C,C01,1,723,723,723
L53,14348,A20,C31,B29,PCS,D,C02,3,644,299,1510
L59,13066,A17,C30,B26,PCS,D,C01,1,739,739,739
L60,11370,A15,C32,B30,PCS,C,C09,1,237,237,237
L70,12883,A16,C39,B26,PCS,D,C03,2,986,609,1595
L70,15215,A13,C33,B24,PCS,D,C10,1,776,776,776
L83,15830,A13,C36,B22,PCS,C,C05,2,827,588,1415
L18,12710,A18,C33,B30,PCS,D,C09,1,74,74,74
L29,18011,A17,C31,B26,PCS,D,C08,1,517,517,517
L34,10166,A14,C32,B26,PCS,C,C06,2,53,35,88
L73,18837,A10,C30,B24,PCS,C,C08,1,693,693,693
L81,17140,A19,C39,B30,PCS,C,C07,1,714,714,714
L81,18497,A16,C31,B26,PCS,D,C03,1,553,553,553
L93,18482,A18,C31,B28,PCS,C,C10,2,958,110,1068
L11,11534,A16,C31,B22,PCS,D,C08,1,281,281,281
L96,12436,A18,C30,B25,PCS,D,C07,1,747,747,747
L32,19289,A20,C35,B27,PCS,C,C05,1,201,201,201
L61,10123,A15,C31,B25,PCS,C,C02,1,374,374,374
L17,10066,A10,C38,B23,PCS,C,C02,3,789,206,1720
L99,18492,A18,C39,B24,PCS,C,C10,3,905,534,2041
L33,13819,A16,C36,B27,PCS,D,C03,1,290,290,290
L34,12289,A17,C35,B30,PCS,C,C05,3,870,61,1324
L35,16497,A15,C36,B22,PCS,C,C06,3,901,159,1382
L47,13454,A20,C39,B21,PCS,C,C07,1,16,16,16
L65,18941,A18,C40,B20,PCS,C,C01,2,971,416,1387
L10,14149,A12,C39,B25,PCS,D,C07,1,113,113,113
L95,13400,A11,C36,B23,PCS,C,C10,1,214,214,214
L96,15464,A10,C31,B20,PCS,C,C05,1,252,252,252
L99,18732,A20,C39,B26,PCS,D,C03,1,645,645,645
L99,18429,A17,C39,B24,PCS,D,C04,1,914,914,914
L27,13374,A16,C39,B20,PCS,C,C03,1,749,749,749
L39,15352,A18,C34,B20,PCS,C,C05,1,450,450,450
L86,12551,A12,C32,B29,PCS,D,C03,1,677,677,677
L93,15066,A11,C37,B30,PCS,D,C02,1,669,669,669
L95,10925,A18,C39,B25,PCS,D,C07,1,848,848,848
L16,17396,A10,C35,B30,PCS,D,C08,2,192,55,247
L18,18802,A14,C39,B25,PCS,C,C07,1,619,619,619
L10,12813,A16,C31,B20,PCS,C,C03,1,120,120,120
L27,17914,A15,C34,B21,PCS,C,C03,4,829,483,2556
L38,13863,A14,C38,B30,PCS,D,C07,1,490,490,490
L50,16770,A12,C34,B25,PCS,C,C01,1,193,193,193
L55,17549,A10,C34,B30,PCS,D,C02,1,537,537,537
L59,10522,A19,C38,B29,PCS,D,C08,1,611,611,611
L62,18410,A11,C37,B30,PCS,C,C05,1,755,755,755
L18,17780,A20,C36,B26,PCS,D,C04,2,463,427,890
L36,12613,A13,C35,B26,PCS,C,C07,1,487,487,487
L37,19661,A13,C35,B25,PCS,C,C03,3,982,286,1568
L56,10420,A13,C30,B22,PCS,D,C03,1,460,460,460
L77,13238,A17,C36,B21,PCS,C,C01,1,377,377,377
L87,10118,A19,C40,B26,PCS,D,C01,1,764,764,764
L10,11203,A19,C36,B26,PCS,D,C03,1,871,871,871
L11,15748,A15,C36,B30,PCS,D,C04,3,801,45,1257
L13,17865,A16,C38,B23,PCS,C,C10,1,334,334,334
L32,15603,A13,C34,B27,PCS,C,C03,1,785,785,785
L33,19312,A13,C30,B23,PCS,C,C09,2,815,668,1483
L86,15958,A18,C39,B30,PCS,C,C08,2,615,571,1186
L15,18741,A16,C34,B30,PCS,D,C05,1,58,58,58
L96,10790,A13,C37,B21,PCS,D,C06,2,653,382,1035
L20,12130,A18,C35,B23,PCS,C,C01,1,344,344,344
L30,16162,A14,C30,B27,PCS,D,C06,1,470,470,470
L40,18808,A13,C38,B25,PCS,D,C03,1,547,547,547
L44,10024,A10,C35,B28,PCS,C,C03,1,294,294,294
L44,16990,A14,C37,B20,PCS,C,C04,2,912,351,1263
L47,18593,A12,C35,B23,PCS,C,C05,1,185,185,185
L60,12639,A12,C40,B29,PCS,D,C02,1,877,877,877
L61,15285,A15,C40,B22,PCS,D,C10,2,956,731,1687
L67,12915,A20,C39,B27,PCS,C,C06,2,537,92,629
L71,19529,A17,C38,B26,PCS,D,C05,1,758,758,758
L74,16325,A17,C38,B25,PCS,D,C08,2,922,675,1597
L84,17963,A12,C35,B30,PCS,C,C04,1,492,492,492
L15,10997,A10,C37,B22,PCS,C,C07,3,588,398,1500
L21,13584,A16,C34,B25,PCS,D,C01,1,217,217,217
L23,19988,A12,C34,B21,PCS,C,C01,1,142,142,142
L23,14107,A17,C31,B24,PCS,C,C01,1,988,988,988
L40,11831,A16,C37,B30,PCS,C,C04,1,224,224,224
L53,17911,A10,C31,B25,PCS,D,C05,1,746,746,746
L69,13104,A13,C33,B30,PCS,C,C04,2,664,649,1313
L74,18086,A15,C32,B23,PCS,C,C04,3,886,620,2149
L76,13815,A17,C34,B28,PCS,D,C01,1,142,142,142
L84,19676,A15,C37,B28,PCS,D,C10,1,272,272,272
L29,15247,A20,C33,B29,PCS,C,C03,1,185,185,185
L34,19338,A13,C32,B30,PCS,C,C01,1,314,314,314
L36,18663,A12,C39,B27,PCS,C,C02,2,976,384,1360
L56,13577,A12,C39,B30,PCS,C,C06,3,713,124,1012
L61,10540,A18,C31,B29,PCS,C,C05,1,824,824,824
L65,17489,A18,C30,B24,PCS,C,C07,2,381,81,462
L30,15118,A11,C35,B25,PCS,D,C03,1,400,400,400
L38,15774,A18,C40,B26,PCS,D,C03,1,910,910,910
L44,14649,A12,C30,B23,PCS,D,C02,2,877,788,1665
L46,17098,A10,C35,B29,PCS,C,C04,2,224,47,271
L58,18497,A16,C33,B21,PCS,D,C08,1,207,207,207
L59,11616,A11,C36,B25,PCS,D,C01,1,939,939,939
L63,17757,A12,C34,B28,PCS,D,C09,1,815,815,815
L80,19925,A15,C32,B28,PCS,D,C03,2,569,528,1097
L83,17654,A19,C40,B26,PCS,C,C10,1,798,798,798
L13,18480,A18,C32,B26,PCS,C,C04,1,626,626,626
L19,16391,A17,C36,B21,PCS,D,C05,1,1,1,1
L23,17210,A15,C38,B28,PCS,C,C01,1,831,831,831
L46,15515,A13,C35,B29,PCS,C,C06,2,429,89,518
L72,11868,A13,C39,B30,PCS,C,C09,2,954,916,1870
L78,13916,A15,C31,B29,PCS,C,C05,1,310,310,310
L82,11224,A14,C31,B29,PCS,C,C03,1,191,191,191
L24,17013,A11,C32,B25,PCS,D,C10,2,452,151,603
L32,10005,A18,C32,B30,PCS,C,C10,3,159,106,415
L36,14348,A11,C36,B27,PCS,C,C08,2,807,620,1427
L39,13164,A18,C34,B28,PCS,C,C03,1,637,637,637
L47,18658,A18,C36,B21,PCS,D,C07,2,588,311,899
L49,13660,A18,C31,B21,PCS,C,C01,2,474,473,947
L68,11768,A11,C31,B27,PCS,D,C08,1,125,125,125
L84,15702,A18,C34,B27,PCS,D,C02,3,939,1,1555
L95,19142,A13,C30,B29,PCS,D,C05,1,494,494,494
L24,19650,A18,C30,B29,PCS,D,C06,1,899,899,899
L38,17220,A13,C34,B24,PCS,C,C04,2,693,35,728
L50,18887,A13,C36,B24,PCS,D,C07,1,951,951,951
L59,10527,A13,C40,B26,PCS,D,C08,4,692,25,1015
L20,18503,A12,C30,B20,PCS,C,C01,1,116,116,116
L28,15719,A19,C35,B21,PCS,C,C09,1,109,109,109
L52,17170,A17,C35,B22,PCS,C,C09,4,760,245,1960
L54,17569,A11,C37,B21,PCS,D,C06,2,133,75,208
L63,18068,A14,C30,B30,PCS,D,C02,2,381,87,468
L70,14801,A19,C36,B21,PCS,C,C01,2,894,596,1490
L70,17388,A20,C32,B20,PCS,C,C08,1,141,141,141
L72,16981,A11,C30,B29,PCS,C,C08,2,917,757,1674
L79,12795,A12,C32,B21,PCS,D,C05,1,859,859,859
L15,14147,A14,C33,B27,PCS,D,C04,2,202,95,297
L93,14074,A19,C33,B20,PCS,D,C09,3,766,57,1384
L18,15735,A13,C33,B26,PCS,C,C07,3,916,469,2199
L54,18007,A15,C39,B22,PCS,D,C05,2,166,43,209
L65,14763,A12,C36,B24,PCS,C,C02,2,762,7,769
L91,13922,A15,C33,B29,PCS,D,C01,3,935,350,1931
L93,16327,A15,C40,B22,PCS,C,C02,4,879,460,2681
L18,16519,A18,C38,B30,PCS,C,C05,3,475,71,712
L20,18899,A13,C31,B21,PCS,C,C02,2,862,651,1513
L21,11697,A15,C36,B28,PCS,D,C05,1,441,441,441
L45,17407,A16,C37,B23,PCS,D,C01,2,506,156,662
L52,11416,A18,C35,B26,PCS,C,C02,1,284,284,284
L54,13451,A14,C34,B22,PCS,D,C10,2,633,366,999
L59,14861,A13,C35,B20,PCS,D,C04,1,902,902,902
L69,16222,A18,C39,B27,PCS,D,C01,1,280,280,280
L80,14297,A12,C31,B22,PCS,D,C06,1,399,399,399
L33,17552,A17,C31,B27,PCS,D,C05,1,246,246,246
L48,12959,A18,C35,B24,PCS,D,C04,1,382,382,382
L49,16667,A13,C36,B27,PCS,D,C10,2,292,238,530
L50,19350,A20,C36,B25,PCS,C,C05,1,413,413,413
L68,14344,A13,C37,B29,PCS,C,C03,1,526,526,526
L76,16077,A17,C30,B21,PCS,C,C01,1,615,615,615
L80,17290,A12,C31,B26,PCS,C,C06,1,908,908,908
L86,15718,A19,C40,B24,PCS,C,C09,3,756,288,1606
L18,16682,A19,C40,B30,PCS,C,C06,1,261,261,261
L22,13008,A20,C35,B29,PCS,C,C01,2,431,116,547
L27,17306,A17,C32,B28,PCS,D,C04,2,869,260,1129
L28,15986,A20,C30,B20,PCS,C,C04,1,281,281,281
L31,10007,A18,C35,B22,PCS,C,C02,4,736,117,1700
L91,14233,A10,C34,B25,PCS,C,C08,1,850,850,850
L96,14826,A20,C34,B27,PCS,D,C07,2,904,26,930
L20,19997,A18,C32,B29,PCS,C,C10,2,844,610,1454
L27,15581,A16,C31,B25,PCS,C,C07,2,879,545,1424
L53,14685,A13,C33,B29,PCS,D,C02,1,603,603,603
L64,19374,A19,C40,B29,PCS,C,C10,1,933,933,933
L68,10470,A12,C40,B24,PCS,C,C06,2,895,536,1431
L90,17735,A14,C31,B27,PCS,C,C03,1,245,245,245
L94,11487,A19,C31,B21,PCS,C,C09,2,208,159,367
L17,13127,A16,C39,B22,PCS,C,C09,1,907,907,907
L20,12703,A19,C39,B27,PCS,C,C01,2,172,170,342
L97,18223,A14,C35,B24,PCS,D,C09,3,649,387,1612
L22,15964,A16,C38,B26,PCS,D,C10,3,917,576,2147
L44,15425,A20,C33,B29,PCS,C,C10,1,471,471,471
L50,14206,A13,C37,B22,PCS,C,C06,2,351,200,551
L50,16836,A18,C32,B29,PCS,D,C08,2,694,90,784
L60,11163,A13,C40,B28,PCS,C,C04,1,166,166,166
L62,14405,A14,C33,B26,PCS,C,C10,2,821,786,1607
L74,12681,A12,C37,B29,PCS,C,C07,1,690,690,690
L86,15300,A14,C38,B28,PCS,D,C04,1,295,295,295
L11,18305,A10,C39,B26,PCS,D,C03,2,916,251,1167
L56,14548,A14,C40,B26,PCS,C,C08,3,721,72,1198
L59,17371,A15,C40,B20,PCS,C,C06,1,786,786,786
L62,13157,A11,C30,B24,PCS,D,C06,1,108,108,108
L71,19280,A16,C36,B28,PCS,C,C10,3,596,17,646
L72,18175,A20,C40,B20,PCS,C,C07,1,241,241,241
L75,10806,A14,C38,B30,PCS,C,C06,1,877,877,877
L18,18239,A13,C34,B21,PCS,D,C09,2,939,155,1094
L30,17618,A19,C35,B26,PCS,D,C06,3,696,77,1382
L42,14762,A18,C37,B30,PCS,D,C02,1,546,546,546
L45,14579,A20,C36,B28,PCS,D,C08,3,851,319,1617
L50,17384,A20,C33,B28,PCS,C,C08,1,779,779,779
L71,10211,A14,C40,B30,PCS,D,C03,1,607,607,607
L79,19439,A14,C37,B21,PCS,C,C08,1,624,624,624
L80,16926,A11,C30,B20,PCS,D,C01,1,552,552,552
L90,11020,A20,C30,B25,PCS,C,C08,2,688,435,1123
L95,13016,A17,C38,B23,PCS,C,C01,1,9,9,9
L29,14392,A19,C35,B21,PCS,C,C06,1,362,362,362
L31,10221,A16,C38,B25,PCS,D,C08,2,647,109,756
L32,12229,A11,C36,B28,PCS,D,C10,1,126,126,126
L88,10049,A20,C37,B25,PCS,C,C09,1,172,172,172
L90,14907,A16,C32,B30,PCS,C,C10,1,456,456,456
L90,12239,A10,C30,B23,PCS,D,C08,1,516,516,516
L12,19190,A11,C35,B20,PCS,D,C01,1,330,330,330
L95,19221,A20,C38,B23,PCS,C,C07,2,890,558,1448
L99,16020,A14,C35,B28,PCS,C,C08,1,706,706,706
L46,14545,A10,C39,B20,PCS,C,C10,1,819,819,819
L49,18409,A11,C37,B27,PCS,C,C08,1,79,79,79
L59,14670,A14,C36,B27,PCS,D,C07,1,935,935,935
L67,15516,A13,C34,B25,PCS,D,C05,2,884,383,1267
L77,17717,A10,C40,B22,PCS,C,C05,2,971,839,1810
L79,16370,A19,C31,B24,PCS,C,C02,1,215,215,215
L28,16408,A12,C37,B30,PCS,D,C05,1,59,59,59
L32,14996,A14,C38,B21,PCS,D,C03,3,807,662,2152
L39,14108,A13,C37,B29,PCS,D,C06,2,481,206,687
L76,12519,A11,C33,B27,PCS,D,C02,1,166,166,166
L91,10748,A13,C38,B23,PCS,C,C05,2,465,424,889
L94,13715,A16,C36,B24,PCS,C,C08,1,828,828,828
L96,15455,A10,C35,B30,PCS,D,C03,1,801,801,801
L20,13777,A14,C36,B30,PCS,D,C10,1,987,987,987
L99,13304,A10,C36,B29,PCS,D,C10,4,952,161,2156
L35,14417,A18,C33,B26,PCS,D,C07,1,155,155,155
L50,11628,A10,C34,B20,PCS,C,C09,2,234,63,297
L63,10254,A17,C32,B28,PCS,C,C10,1,31,31,31
L70,18112,A19,C34,B28,PCS,D,C04,1,996,996,996
L74,18161,A11,C32,B21,PCS,C,C04,2,984,636,1620
L77,19729,A10,C37,B27,PCS,D,C03,1,442,442,442
L96,14434,A20,C35,B26,PCS,C,C05,3,868,251,1953
L17,13102,A18,C30,B25,PCS,C,C10,2,863,817,1680
L54,17061,A11,C34,B30,PCS,C,C08,3,909,659,2258
L56,19142,A16,C30,B23,PCS,C,C07,2,814,204,1018
L59,15475,A11,C33,B30,PCS,D,C06,1,452,452,452
L60,13943,A20,C31,B30,PCS,D,C05,2,763,177,940
L70,14091,A12,C38,B27,PCS,C,C05,1,343,343,343
L85,11131,A15,C35,B23,PCS,C,C05,2,869,568,1437
L94,15759,A11,C36,B27,PCS,C,C05,3,866,42,1493
L95,11216,A12,C38,B26,PCS,D,C03,2,361,172,533
L43,13358,A19,C32,B27,PCS,D,C01,1,367,367,367
L49,18441,A18,C34,B28,PCS,D,C06,1,225,225,225
L54,10670,A20,C35,B28,PCS,C,C01,2,297,233,530
L61,13883,A18,C31,B23,PCS,C,C01,1,350,350,350
L62,17275,A15,C40,B27,PCS,D,C04,1,904,904,904
L64,16580,A10,C30,B30,PCS,C,C07,3,902,357,1913
L91,18039,A19,C31,B28,PCS,C,C02,1,580,580,580
L19,14533,A17,C35,B22,PCS,C,C08,2,625,526,1151
L22,11913,A20,C38,B23,PCS,C,C01,1,724,724,724
L31,18427,A12,C40,B28,PCS,D,C07,1,200,200,200
L40,13766,A15,C33,B23,PCS,D,C07,2,727,492,1219
L57,12270,A19,C36,B21,PCS,C,C02,1,637,637,637
L72,14217,A17,C31,B28,PCS,C,C04,4,975,460,2670
L84,12489,A12,C37,B23,PCS,D,C03,1,980,980,980
L91,16596,A20,C34,B27,PCS,D,C07,1,632,632,632
L14,17877,A12,C30,B22,PCS,D,C09,1,656,656,656
L21,15231,A15,C35,B24,PCS,C,C04,2,900,389,1289
L41,14079,A14,C38,B20,PCS,D,C03,3,615,247,1230
L43,13190,A14,C40,B30,PCS,C,C03,2,287,225,512
L48,16536,A12,C31,B29,PCS,C,C06,1,959,959,959
L64,15638,A15,C31,B25,PCS,D,C06,1,182,182,182
L69,15773,A14,C32,B29,PCS,C,C09,3,668,306,1299
L71,12104,A18,C40,B23,PCS,D,C06,1,416,416,416
L97,18508,A14,C40,B23,PCS,D,C06,3,877,94,1580
L20,12570,A10,C36,B28,PCS,C,C05,3,735,33,1090
L35,11689,A13,C35,B24,PCS,D,C09,1,756,756,756
L37,18644,A19,C38,B27,PCS,C,C03,1,86,86,86
L39,15653,A15,C34,B23,PCS,D,C05,1,568,568,568
L40,17566,A20,C31,B24,PCS,C,C10,1,818,818,818
L40,19196,A16,C34,B22,PCS,C,C10,2,955,385,1340
L46,18426,A19,C30,B26,PCS,D,C06,2,557,381,938
L54,18962,A15,C32,B26,PCS,D,C06,2,628,149,777
L58,17649,A12,C33,B26,PCS,C,C05,3,681,233,1313
L58,19689,A18,C37,B27,PCS,D,C05,2,475,175,650
L71,10367,A16,C37,B20,PCS,C,C05,2,610,64,674
L80,13871,A11,C32,B20,PCS,C,C05,1,364,364,364
L82,19395,A19,C38,B28,PCS,C,C05,1,724,724,724
L12,17117,A20,C35,B28,PCS,C,C06,2,640,252,892
L18,13918,A12,C36,B21,PCS,D,C05,1,711,711,711
L21,11579,A20,C38,B21,PCS,D,C02,2,264,168,432
L22,17445,A12,C40,B22,PCS,C,C08,2,530,378,908
L28,15553,A15,C34,B24,PCS,D,C07,1,681,681,681
L29,14686,A16,C37,B28,PCS,C,C10,1,675,675,675
L31,11746,A15,C32,B24,PCS,D,C02,1,745,745,745
L41,12371,A12,C39,B25,PCS,C,C09,1,338,338,338
L44,15299,A10,C38,B25,PCS,C,C04,2,471,218,689
L50,17343,A20,C34,B26,PCS,C,C05,3,877,293,1645
L56,19118,A19,C33,B22,PCS,D,C03,1,50,50,50
L60,18350,A15,C32,B26,PCS,C,C10,2,791,406,1197
L95,15301,A13,C36,B26,PCS,D,C01,3,689,184,1431
L96,13363,A18,C33,B30,PCS,D,C02,2,943,748,1691
L18,12955,A19,C33,B20,PCS,C,C08,2,500,143,643
L99,16401,A17,C32,B29,PCS,D,C06,3,486,144,979
L42,12401,A11,C35,B26,PCS,C,C04,1,249,249,249
L57,16292,A16,C30,B22,PCS,D,C03,2,981,946,1927
L60,14756,A14,C38,B21,PCS,C,C09,1,519,519,519
L78,11843,A20,C40,B30,PCS,D,C09,1,524,524,524
L15,15660,A10,C39,B30,PCS,D,C07,2,972,541,1513
L17,13642,A19,C35,B22,PCS,C,C10,3,822,399,1775
L30,16431,A12,C30,B24,PCS,C,C05,1,952,952,952
L31,12540,A12,C38,B20,PCS,C,C05,3,396,228,894
L35,11658,A15,C33,B23,PCS,C,C09,1,769,769,769
L67,17299,A19,C40,B25,PCS,C,C09,1,206,206,206
L76,14626,A14,C32,B22,PCS,D,C06,1,323,323,323
L38,14070,A13,C39,B27,PCS,D,C02,1,184,184,184
L40,19483,A12,C32,B21,PCS,D,C10,2,672,635,1307
L41,11928,A20,C35,B23,PCS,C,C05,1,382,382,382
L47,17761,A14,C37,B24,PCS,D,C05,3,720,275,1394
L64,12024,A15,C36,B23,PCS,C,C04,1,294,294,294
L72,15777,A16,C36,B23,PCS,C,C09,3,859,666,2290
L79,15560,A17,C37,B20,PCS,C,C09,1,572,572,572
L93,17799,A15,C40,B26,PCS,D,C05,1,882,882,882
L95,15944,A14,C40,B29,PCS,D,C05,2,724,642,1366
L16,19335,A15,C40,B25,PCS,D,C07,1,414,414,414
